,orderID,productID,unitPrice,quantity,discount,customerID,employeeID,orderDate,requiredDate,shippedDate,shipperID,freight,_merge_x,productName,quantityPerUnit,ProdUnitPrice,discontinued,categoryID,categoryName,description,_merge_y,companyNameShipper,CustomerCompanyName,CustomertName,contactTitle,CustomerCity,CustomerCountry,employeeName,EmployeeTitle,EmployeeCity,EmployeeCountry,EmpReportsTo,SalesAmount(USD),OrderYear,OrderMonth,OrderQuarter,daysToShip
414,10403,16,13.9,21,0.15,ERNSH,4,2014-01-03,2014-01-31,2014-01-09,3,73.79,both,Pavlova,32 - 500 g boxes,17.45,0,3,Confections,"Desserts, candies, and sweet breads",both,Federal Shipping,Ernst Handel,Roland Mendel,Sales Manager,Graz,Austria,Margaret Peacock,Sales Representative,New York,USA,Laura Callahan,291.75000000000006,2014,January,Q1,6.0
415,10403,48,10.2,70,0.15,ERNSH,4,2014-01-03,2014-01-31,2014-01-09,3,73.79,both,Chocolade,10 pkgs.,12.75,0,3,Confections,"Desserts, candies, and sweet breads",both,Federal Shipping,Ernst Handel,Roland Mendel,Sales Manager,Graz,Austria,Margaret Peacock,Sales Representative,New York,USA,Laura Callahan,713.85,2014,January,Q1,6.0
416,10404,26,24.9,30,0.05,MAGAA,2,2014-01-03,2014-01-31,2014-01-08,1,155.97,both,Gumbär Gummibärchen,100 - 250 g bags,31.23,0,3,Confections,"Desserts, candies, and sweet breads",both,Speedy Express,Magazzini Alimentari Riuniti,Giovanni Rovelli,Marketing Manager,Bergamo,Italy,Andrew Fuller,Vice President Sales,New York,USA,,746.95,2014,January,Q1,5.0
417,10404,42,11.2,40,0.05,MAGAA,2,2014-01-03,2014-01-31,2014-01-08,1,155.97,both,Singaporean Hokkien Fried Mee,32 - 1 kg pkgs.,14.0,1,5,Grains & Cereals,"Breads, crackers, pasta, and cereal",both,Speedy Express,Magazzini Alimentari Riuniti,Giovanni Rovelli,Marketing Manager,Bergamo,Italy,Andrew Fuller,Vice President Sales,New York,USA,,447.95,2014,January,Q1,5.0
418,10404,49,16.0,30,0.05,MAGAA,2,2014-01-03,2014-01-31,2014-01-08,1,155.97,both,Maxilaku,24 - 50 g pkgs.,20.0,0,3,Confections,"Desserts, candies, and sweet breads",both,Speedy Express,Magazzini Alimentari Riuniti,Giovanni Rovelli,Marketing Manager,Bergamo,Italy,Andrew Fuller,Vice President Sales,New York,USA,,479.95,2014,January,Q1,5.0
419,10405,3,8.0,50,0.0,LINOD,1,2014-01-06,2014-02-03,2014-01-22,1,34.82,both,Aniseed Syrup,12 - 550 ml bottles,10.0,0,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",both,Speedy Express,LINO-Delicateses,Felipe Izquierdo,Owner,I. de Margarita,Venezuela,Nancy Davolio,Sales Representative,New York,USA,Laura Callahan,400.0,2014,January,Q1,16.0
420,10406,1,14.4,10,0.0,QUEEN,7,2014-01-07,2014-02-18,2014-01-13,1,108.04,both,Chai,10 boxes x 20 bags,18.0,0,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",both,Speedy Express,Queen Cozinha,Lúcia Carvalho,Marketing Assistant,Sao Paulo,Brazil,Robert King,Sales Representative,London,UK,Steven Buchanan,144.0,2014,January,Q1,6.0
421,10406,21,8.0,30,0.1,QUEEN,7,2014-01-07,2014-02-18,2014-01-13,1,108.04,both,Sir Rodney's Scones,24 pkgs. x 4 pieces,10.0,0,3,Confections,"Desserts, candies, and sweet breads",both,Speedy Express,Queen Cozinha,Lúcia Carvalho,Marketing Assistant,Sao Paulo,Brazil,Robert King,Sales Representative,London,UK,Steven Buchanan,239.9,2014,January,Q1,6.0
422,10406,28,36.4,42,0.1,QUEEN,7,2014-01-07,2014-02-18,2014-01-13,1,108.04,both,Rössle Sauerkraut,25 - 825 g cans,45.6,1,7,Produce,Dried fruit and bean curd,both,Speedy Express,Queen Cozinha,Lúcia Carvalho,Marketing Assistant,Sao Paulo,Brazil,Robert King,Sales Representative,London,UK,Steven Buchanan,1528.7,2014,January,Q1,6.0
423,10406,36,15.2,5,0.1,QUEEN,7,2014-01-07,2014-02-18,2014-01-13,1,108.04,both,Inlagd Sill,24 - 250 g  jars,19.0,0,8,Seafood,Seaweed and fish,both,Speedy Express,Queen Cozinha,Lúcia Carvalho,Marketing Assistant,Sao Paulo,Brazil,Robert King,Sales Representative,London,UK,Steven Buchanan,75.9,2014,January,Q1,6.0
424,10406,40,14.7,2,0.1,QUEEN,7,2014-01-07,2014-02-18,2014-01-13,1,108.04,both,Boston Crab Meat,24 - 4 oz tins,18.4,0,8,Seafood,Seaweed and fish,both,Speedy Express,Queen Cozinha,Lúcia Carvalho,Marketing Assistant,Sao Paulo,Brazil,Robert King,Sales Representative,London,UK,Steven Buchanan,29.299999999999997,2014,January,Q1,6.0
425,10407,11,16.8,30,0.0,OTTIK,2,2014-01-07,2014-02-04,2014-01-30,2,91.48,both,Queso Cabrales,1 kg pkg.,21.0,0,4,Dairy Products,Cheeses,both,United Package,Ottilies Käseladen,Henriette Pfalzheim,Owner,Köln,Germany,Andrew Fuller,Vice President Sales,New York,USA,,504.0,2014,January,Q1,23.0
426,10407,69,28.8,15,0.0,OTTIK,2,2014-01-07,2014-02-04,2014-01-30,2,91.48,both,Gudbrandsdalsost,10 kg pkg.,36.0,0,4,Dairy Products,Cheeses,both,United Package,Ottilies Käseladen,Henriette Pfalzheim,Owner,Köln,Germany,Andrew Fuller,Vice President Sales,New York,USA,,432.0,2014,January,Q1,23.0
427,10407,71,17.2,15,0.0,OTTIK,2,2014-01-07,2014-02-04,2014-01-30,2,91.48,both,Flotemysost,10 - 500 g pkgs.,21.5,0,4,Dairy Products,Cheeses,both,United Package,Ottilies Käseladen,Henriette Pfalzheim,Owner,Köln,Germany,Andrew Fuller,Vice President Sales,New York,USA,,258.0,2014,January,Q1,23.0
428,10408,37,20.8,10,0.0,FOLIG,8,2014-01-08,2014-02-05,2014-01-14,1,11.26,both,Gravad lax,12 - 500 g pkgs.,26.0,0,8,Seafood,Seaweed and fish,both,Speedy Express,Folies gourmandes,Martine Rancé,Assistant Sales Agent,Lille,France,Laura Callahan,Sales Manager,New York,USA,Andrew Fuller,208.0,2014,January,Q1,6.0
429,10408,54,5.9,6,0.0,FOLIG,8,2014-01-08,2014-02-05,2014-01-14,1,11.26,both,Tourtière,16 pies,7.45,0,6,Meat & Poultry,Prepared meats,both,Speedy Express,Folies gourmandes,Martine Rancé,Assistant Sales Agent,Lille,France,Laura Callahan,Sales Manager,New York,USA,Andrew Fuller,35.400000000000006,2014,January,Q1,6.0
430,10408,62,39.4,35,0.0,FOLIG,8,2014-01-08,2014-02-05,2014-01-14,1,11.26,both,Tarte au sucre,48 pies,49.3,0,3,Confections,"Desserts, candies, and sweet breads",both,Speedy Express,Folies gourmandes,Martine Rancé,Assistant Sales Agent,Lille,France,Laura Callahan,Sales Manager,New York,USA,Andrew Fuller,1379.0,2014,January,Q1,6.0
431,10409,14,18.6,12,0.0,OCEAN,3,2014-01-09,2014-02-06,2014-01-14,1,29.83,both,Tofu,40 - 100 g pkgs.,23.25,0,7,Produce,Dried fruit and bean curd,both,Speedy Express,Océano Atlántico Ltda.,Yvonne Moncada,Sales Agent,Buenos Aires,Argentina,Janet Leverling,Sales Representative,New York,USA,Laura Callahan,223.20000000000002,2014,January,Q1,5.0
432,10409,21,8.0,12,0.0,OCEAN,3,2014-01-09,2014-02-06,2014-01-14,1,29.83,both,Sir Rodney's Scones,24 pkgs. x 4 pieces,10.0,0,3,Confections,"Desserts, candies, and sweet breads",both,Speedy Express,Océano Atlántico Ltda.,Yvonne Moncada,Sales Agent,Buenos Aires,Argentina,Janet Leverling,Sales Representative,New York,USA,Laura Callahan,96.0,2014,January,Q1,5.0
433,10410,33,2.0,49,0.0,BOTTM,3,2014-01-10,2014-02-07,2014-01-15,3,2.4,both,Geitost,500 g,2.5,0,4,Dairy Products,Cheeses,both,Federal Shipping,Bottom-Dollar Markets,Elizabeth Lincoln,Accounting Manager,Tsawassen,Canada,Janet Leverling,Sales Representative,New York,USA,Laura Callahan,98.0,2014,January,Q1,5.0
434,10410,59,44.0,16,0.0,BOTTM,3,2014-01-10,2014-02-07,2014-01-15,3,2.4,both,Raclette Courdavault,5 kg pkg.,55.0,0,4,Dairy Products,Cheeses,both,Federal Shipping,Bottom-Dollar Markets,Elizabeth Lincoln,Accounting Manager,Tsawassen,Canada,Janet Leverling,Sales Representative,New York,USA,Laura Callahan,704.0,2014,January,Q1,5.0
435,10411,41,7.7,25,0.2,BOTTM,9,2014-01-10,2014-02-07,2014-01-21,3,23.65,both,Jack's New England Clam Chowder,12 - 12 oz cans,9.65,0,8,Seafood,Seaweed and fish,both,Federal Shipping,Bottom-Dollar Markets,Elizabeth Lincoln,Accounting Manager,Tsawassen,Canada,Anne Dodsworth,Sales Representative,London,UK,Steven Buchanan,192.3,2014,January,Q1,11.0
436,10411,44,15.5,40,0.2,BOTTM,9,2014-01-10,2014-02-07,2014-01-21,3,23.65,both,Gula Malacca,20 - 2 kg bags,19.45,0,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",both,Federal Shipping,Bottom-Dollar Markets,Elizabeth Lincoln,Accounting Manager,Tsawassen,Canada,Anne Dodsworth,Sales Representative,London,UK,Steven Buchanan,619.8,2014,January,Q1,11.0
437,10411,59,44.0,9,0.2,BOTTM,9,2014-01-10,2014-02-07,2014-01-21,3,23.65,both,Raclette Courdavault,5 kg pkg.,55.0,0,4,Dairy Products,Cheeses,both,Federal Shipping,Bottom-Dollar Markets,Elizabeth Lincoln,Accounting Manager,Tsawassen,Canada,Anne Dodsworth,Sales Representative,London,UK,Steven Buchanan,395.8,2014,January,Q1,11.0
438,10412,14,18.6,20,0.1,WARTH,8,2014-01-13,2014-02-10,2014-01-15,2,3.77,both,Tofu,40 - 100 g pkgs.,23.25,0,7,Produce,Dried fruit and bean curd,both,United Package,Wartian Herkku,Pirkko Koskitalo,Accounting Manager,Oulu,Finland,Laura Callahan,Sales Manager,New York,USA,Andrew Fuller,371.9,2014,January,Q1,2.0
439,10413,1,14.4,24,0.0,LAMAI,3,2014-01-14,2014-02-11,2014-01-16,2,95.66,both,Chai,10 boxes x 20 bags,18.0,0,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",both,United Package,La maison d'Asie,Annette Roulet,Sales Manager,Toulouse,France,Janet Leverling,Sales Representative,New York,USA,Laura Callahan,345.6,2014,January,Q1,2.0
440,10413,62,39.4,40,0.0,LAMAI,3,2014-01-14,2014-02-11,2014-01-16,2,95.66,both,Tarte au sucre,48 pies,49.3,0,3,Confections,"Desserts, candies, and sweet breads",both,United Package,La maison d'Asie,Annette Roulet,Sales Manager,Toulouse,France,Janet Leverling,Sales Representative,New York,USA,Laura Callahan,1576.0,2014,January,Q1,2.0
441,10413,76,14.4,14,0.0,LAMAI,3,2014-01-14,2014-02-11,2014-01-16,2,95.66,both,Lakkaliköri,500 ml,18.0,0,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",both,United Package,La maison d'Asie,Annette Roulet,Sales Manager,Toulouse,France,Janet Leverling,Sales Representative,New York,USA,Laura Callahan,201.6,2014,January,Q1,2.0
442,10414,19,7.3,18,0.05,FAMIA,2,2014-01-14,2014-02-11,2014-01-17,3,21.48,both,Teatime Chocolate Biscuits,10 boxes x 12 pieces,9.2,0,3,Confections,"Desserts, candies, and sweet breads",both,Federal Shipping,Familia Arquibaldo,Aria Cruz,Marketing Assistant,Sao Paulo,Brazil,Andrew Fuller,Vice President Sales,New York,USA,,131.35,2014,January,Q1,3.0
443,10414,33,2.0,50,0.0,FAMIA,2,2014-01-14,2014-02-11,2014-01-17,3,21.48,both,Geitost,500 g,2.5,0,4,Dairy Products,Cheeses,both,Federal Shipping,Familia Arquibaldo,Aria Cruz,Marketing Assistant,Sao Paulo,Brazil,Andrew Fuller,Vice President Sales,New York,USA,,100.0,2014,January,Q1,3.0
444,10415,17,31.2,2,0.0,HUNGC,3,2014-01-15,2014-02-12,2014-01-24,1,0.2,both,Alice Mutton,20 - 1 kg tins,39.0,1,6,Meat & Poultry,Prepared meats,both,Speedy Express,Hungry Coyote Import Store,Yoshi Latimer,Sales Representative,Elgin,USA,Janet Leverling,Sales Representative,New York,USA,Laura Callahan,62.4,2014,January,Q1,9.0
445,10415,33,2.0,20,0.0,HUNGC,3,2014-01-15,2014-02-12,2014-01-24,1,0.2,both,Geitost,500 g,2.5,0,4,Dairy Products,Cheeses,both,Speedy Express,Hungry Coyote Import Store,Yoshi Latimer,Sales Representative,Elgin,USA,Janet Leverling,Sales Representative,New York,USA,Laura Callahan,40.0,2014,January,Q1,9.0
446,10416,19,7.3,20,0.0,WARTH,8,2014-01-16,2014-02-13,2014-01-27,3,22.72,both,Teatime Chocolate Biscuits,10 boxes x 12 pieces,9.2,0,3,Confections,"Desserts, candies, and sweet breads",both,Federal Shipping,Wartian Herkku,Pirkko Koskitalo,Accounting Manager,Oulu,Finland,Laura Callahan,Sales Manager,New York,USA,Andrew Fuller,146.0,2014,January,Q1,11.0
447,10416,53,26.2,10,0.0,WARTH,8,2014-01-16,2014-02-13,2014-01-27,3,22.72,both,Perth Pasties,48 pieces,32.8,1,6,Meat & Poultry,Prepared meats,both,Federal Shipping,Wartian Herkku,Pirkko Koskitalo,Accounting Manager,Oulu,Finland,Laura Callahan,Sales Manager,New York,USA,Andrew Fuller,262.0,2014,January,Q1,11.0
448,10416,57,15.6,20,0.0,WARTH,8,2014-01-16,2014-02-13,2014-01-27,3,22.72,both,Ravioli Angelo,24 - 250 g pkgs.,19.5,0,5,Grains & Cereals,"Breads, crackers, pasta, and cereal",both,Federal Shipping,Wartian Herkku,Pirkko Koskitalo,Accounting Manager,Oulu,Finland,Laura Callahan,Sales Manager,New York,USA,Andrew Fuller,312.0,2014,January,Q1,11.0
449,10417,38,210.8,50,0.0,SIMOB,4,2014-01-16,2014-02-13,2014-01-28,3,70.29,both,Côte de Blaye,12 - 75 cl bottles,263.5,0,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",both,Federal Shipping,Simons bistro,Jytte Petersen,Owner,Kobenhavn,Denmark,Margaret Peacock,Sales Representative,New York,USA,Laura Callahan,10540.0,2014,January,Q1,12.0
450,10417,46,9.6,2,0.25,SIMOB,4,2014-01-16,2014-02-13,2014-01-28,3,70.29,both,Spegesild,4 - 450 g glasses,12.0,0,8,Seafood,Seaweed and fish,both,Federal Shipping,Simons bistro,Jytte Petersen,Owner,Kobenhavn,Denmark,Margaret Peacock,Sales Representative,New York,USA,Laura Callahan,18.95,2014,January,Q1,12.0
451,10417,68,10.0,36,0.25,SIMOB,4,2014-01-16,2014-02-13,2014-01-28,3,70.29,both,Scottish Longbreads,10 boxes x 8 pieces,12.5,0,3,Confections,"Desserts, candies, and sweet breads",both,Federal Shipping,Simons bistro,Jytte Petersen,Owner,Kobenhavn,Denmark,Margaret Peacock,Sales Representative,New York,USA,Laura Callahan,359.75,2014,January,Q1,12.0
452,10417,77,10.4,35,0.0,SIMOB,4,2014-01-16,2014-02-13,2014-01-28,3,70.29,both,Original Frankfurter Grüne Soße,12 boxes,13.0,0,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",both,Federal Shipping,Simons bistro,Jytte Petersen,Owner,Kobenhavn,Denmark,Margaret Peacock,Sales Representative,New York,USA,Laura Callahan,364.0,2014,January,Q1,12.0
453,10418,2,15.2,60,0.0,QUICK,4,2014-01-17,2014-02-14,2014-01-24,1,17.55,both,Chang,24 - 12 oz bottles,19.0,0,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",both,Speedy Express,QUICK-Stop,Horst Kloss,Accounting Manager,Cunewalde,Germany,Margaret Peacock,Sales Representative,New York,USA,Laura Callahan,912.0,2014,January,Q1,7.0
454,10418,47,7.6,55,0.0,QUICK,4,2014-01-17,2014-02-14,2014-01-24,1,17.55,both,Zaanse koeken,10 - 4 oz boxes,9.5,0,3,Confections,"Desserts, candies, and sweet breads",both,Speedy Express,QUICK-Stop,Horst Kloss,Accounting Manager,Cunewalde,Germany,Margaret Peacock,Sales Representative,New York,USA,Laura Callahan,418.0,2014,January,Q1,7.0
455,10418,61,22.8,16,0.0,QUICK,4,2014-01-17,2014-02-14,2014-01-24,1,17.55,both,Sirop d'érable,24 - 500 ml bottles,28.5,0,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",both,Speedy Express,QUICK-Stop,Horst Kloss,Accounting Manager,Cunewalde,Germany,Margaret Peacock,Sales Representative,New York,USA,Laura Callahan,364.8,2014,January,Q1,7.0
456,10418,74,8.0,15,0.0,QUICK,4,2014-01-17,2014-02-14,2014-01-24,1,17.55,both,Longlife Tofu,5 kg pkg.,10.0,0,7,Produce,Dried fruit and bean curd,both,Speedy Express,QUICK-Stop,Horst Kloss,Accounting Manager,Cunewalde,Germany,Margaret Peacock,Sales Representative,New York,USA,Laura Callahan,120.0,2014,January,Q1,7.0
457,10419,60,27.2,60,0.05,RICSU,4,2014-01-20,2014-02-17,2014-01-30,2,137.35,both,Camembert Pierrot,15 - 300 g rounds,34.0,0,4,Dairy Products,Cheeses,both,United Package,Richter Supermarkt,Michael Holz,Sales Manager,Genève,Switzerland,Margaret Peacock,Sales Representative,New York,USA,Laura Callahan,1631.95,2014,January,Q1,10.0
458,10419,69,28.8,20,0.05,RICSU,4,2014-01-20,2014-02-17,2014-01-30,2,137.35,both,Gudbrandsdalsost,10 kg pkg.,36.0,0,4,Dairy Products,Cheeses,both,United Package,Richter Supermarkt,Michael Holz,Sales Manager,Genève,Switzerland,Margaret Peacock,Sales Representative,New York,USA,Laura Callahan,575.95,2014,January,Q1,10.0
459,10420,9,77.6,20,0.1,WELLI,3,2014-01-21,2014-02-18,2014-01-27,1,44.12,both,Mishi Kobe Niku,18 - 500 g pkgs.,97.0,1,6,Meat & Poultry,Prepared meats,both,Speedy Express,Wellington Importadora,Paula Parente,Sales Manager,Resende,Brazil,Janet Leverling,Sales Representative,New York,USA,Laura Callahan,1551.9,2014,January,Q1,6.0
460,10420,13,4.8,2,0.1,WELLI,3,2014-01-21,2014-02-18,2014-01-27,1,44.12,both,Konbu,2 kg box,6.0,0,8,Seafood,Seaweed and fish,both,Speedy Express,Wellington Importadora,Paula Parente,Sales Manager,Resende,Brazil,Janet Leverling,Sales Representative,New York,USA,Laura Callahan,9.5,2014,January,Q1,6.0
461,10420,70,12.0,8,0.1,WELLI,3,2014-01-21,2014-02-18,2014-01-27,1,44.12,both,Outback Lager,24 - 355 ml bottles,15.0,0,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",both,Speedy Express,Wellington Importadora,Paula Parente,Sales Manager,Resende,Brazil,Janet Leverling,Sales Representative,New York,USA,Laura Callahan,95.9,2014,January,Q1,6.0
462,10420,73,12.0,20,0.1,WELLI,3,2014-01-21,2014-02-18,2014-01-27,1,44.12,both,Röd Kaviar,24 - 150 g jars,15.0,0,8,Seafood,Seaweed and fish,both,Speedy Express,Wellington Importadora,Paula Parente,Sales Manager,Resende,Brazil,Janet Leverling,Sales Representative,New York,USA,Laura Callahan,239.9,2014,January,Q1,6.0
463,10421,19,7.3,4,0.15,QUEDE,8,2014-01-21,2014-03-04,2014-01-27,1,99.23,both,Teatime Chocolate Biscuits,10 boxes x 12 pieces,9.2,0,3,Confections,"Desserts, candies, and sweet breads",both,Speedy Express,Que Delícia,Bernardo Batista,Accounting Manager,Rio de Janeiro,Brazil,Laura Callahan,Sales Manager,New York,USA,Andrew Fuller,29.05,2014,January,Q1,6.0
464,10421,26,24.9,30,0.0,QUEDE,8,2014-01-21,2014-03-04,2014-01-27,1,99.23,both,Gumbär Gummibärchen,100 - 250 g bags,31.23,0,3,Confections,"Desserts, candies, and sweet breads",both,Speedy Express,Que Delícia,Bernardo Batista,Accounting Manager,Rio de Janeiro,Brazil,Laura Callahan,Sales Manager,New York,USA,Andrew Fuller,747.0,2014,January,Q1,6.0
465,10421,53,26.2,15,0.15,QUEDE,8,2014-01-21,2014-03-04,2014-01-27,1,99.23,both,Perth Pasties,48 pieces,32.8,1,6,Meat & Poultry,Prepared meats,both,Speedy Express,Que Delícia,Bernardo Batista,Accounting Manager,Rio de Janeiro,Brazil,Laura Callahan,Sales Manager,New York,USA,Andrew Fuller,392.85,2014,January,Q1,6.0
466,10421,77,10.4,10,0.15,QUEDE,8,2014-01-21,2014-03-04,2014-01-27,1,99.23,both,Original Frankfurter Grüne Soße,12 boxes,13.0,0,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",both,Speedy Express,Que Delícia,Bernardo Batista,Accounting Manager,Rio de Janeiro,Brazil,Laura Callahan,Sales Manager,New York,USA,Andrew Fuller,103.85,2014,January,Q1,6.0
467,10422,26,24.9,2,0.0,FRANS,2,2014-01-22,2014-02-19,2014-01-31,1,3.02,both,Gumbär Gummibärchen,100 - 250 g bags,31.23,0,3,Confections,"Desserts, candies, and sweet breads",both,Speedy Express,Franchi S.p.A.,Paolo Accorti,Sales Representative,Torino,Italy,Andrew Fuller,Vice President Sales,New York,USA,,49.8,2014,January,Q1,9.0
468,10423,31,10.0,14,0.0,GOURL,6,2014-01-23,2014-02-06,2014-02-24,3,24.5,both,Gorgonzola Telino,12 - 100 g pkgs,12.5,0,4,Dairy Products,Cheeses,both,Federal Shipping,Gourmet Lanchonetes,André Fonseca,Sales Associate,Campinas,Brazil,Michael Suyama,Sales Representative,London,UK,Steven Buchanan,140.0,2014,January,Q1,32.0
469,10423,59,44.0,20,0.0,GOURL,6,2014-01-23,2014-02-06,2014-02-24,3,24.5,both,Raclette Courdavault,5 kg pkg.,55.0,0,4,Dairy Products,Cheeses,both,Federal Shipping,Gourmet Lanchonetes,André Fonseca,Sales Associate,Campinas,Brazil,Michael Suyama,Sales Representative,London,UK,Steven Buchanan,880.0,2014,January,Q1,32.0
470,10424,35,14.4,60,0.2,MEREP,7,2014-01-23,2014-02-20,2014-01-27,2,370.61,both,Steeleye Stout,24 - 12 oz bottles,18.0,0,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",both,United Package,Mère Paillarde,Jean Fresnière,Marketing Assistant,Montréal,Canada,Robert King,Sales Representative,London,UK,Steven Buchanan,863.8,2014,January,Q1,4.0
471,10424,38,210.8,49,0.2,MEREP,7,2014-01-23,2014-02-20,2014-01-27,2,370.61,both,Côte de Blaye,12 - 75 cl bottles,263.5,0,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",both,United Package,Mère Paillarde,Jean Fresnière,Marketing Assistant,Montréal,Canada,Robert King,Sales Representative,London,UK,Steven Buchanan,10329.0,2014,January,Q1,4.0
472,10424,68,10.0,30,0.2,MEREP,7,2014-01-23,2014-02-20,2014-01-27,2,370.61,both,Scottish Longbreads,10 boxes x 8 pieces,12.5,0,3,Confections,"Desserts, candies, and sweet breads",both,United Package,Mère Paillarde,Jean Fresnière,Marketing Assistant,Montréal,Canada,Robert King,Sales Representative,London,UK,Steven Buchanan,299.8,2014,January,Q1,4.0
473,10425,55,19.2,10,0.25,LAMAI,6,2014-01-24,2014-02-21,2014-02-14,2,7.93,both,Pâté chinois,24 boxes x 2 pies,24.0,0,6,Meat & Poultry,Prepared meats,both,United Package,La maison d'Asie,Annette Roulet,Sales Manager,Toulouse,France,Michael Suyama,Sales Representative,London,UK,Steven Buchanan,191.75,2014,January,Q1,21.0
474,10425,76,14.4,20,0.25,LAMAI,6,2014-01-24,2014-02-21,2014-02-14,2,7.93,both,Lakkaliköri,500 ml,18.0,0,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",both,United Package,La maison d'Asie,Annette Roulet,Sales Manager,Toulouse,France,Michael Suyama,Sales Representative,London,UK,Steven Buchanan,287.75,2014,January,Q1,21.0
475,10426,56,30.4,5,0.0,GALED,4,2014-01-27,2014-02-24,2014-02-06,1,18.69,both,Gnocchi di nonna Alice,24 - 250 g pkgs.,38.0,0,5,Grains & Cereals,"Breads, crackers, pasta, and cereal",both,Speedy Express,Galería del gastrónomo,Eduardo Saavedra,Marketing Manager,Barcelona,Spain,Margaret Peacock,Sales Representative,New York,USA,Laura Callahan,152.0,2014,January,Q1,10.0
476,10426,64,26.6,7,0.0,GALED,4,2014-01-27,2014-02-24,2014-02-06,1,18.69,both,Wimmers gute Semmelknödel,20 bags x 4 pieces,33.25,0,5,Grains & Cereals,"Breads, crackers, pasta, and cereal",both,Speedy Express,Galería del gastrónomo,Eduardo Saavedra,Marketing Manager,Barcelona,Spain,Margaret Peacock,Sales Representative,New York,USA,Laura Callahan,186.20000000000002,2014,January,Q1,10.0
477,10427,14,18.6,35,0.0,PICCO,4,2014-01-27,2014-02-24,2014-03-03,2,31.29,both,Tofu,40 - 100 g pkgs.,23.25,0,7,Produce,Dried fruit and bean curd,both,United Package,Piccolo und mehr,Georg Pipps,Sales Manager,Salzburg,Austria,Margaret Peacock,Sales Representative,New York,USA,Laura Callahan,651.0,2014,January,Q1,35.0
478,10428,46,9.6,20,0.0,REGGC,7,2014-01-28,2014-02-25,2014-02-04,1,11.09,both,Spegesild,4 - 450 g glasses,12.0,0,8,Seafood,Seaweed and fish,both,Speedy Express,Reggiani Caseifici,Maurizio Moroni,Sales Associate,Reggio Emilia,Italy,Robert King,Sales Representative,London,UK,Steven Buchanan,192.0,2014,January,Q1,7.0
479,10429,50,13.0,40,0.0,HUNGO,3,2014-01-29,2014-03-12,2014-02-07,2,56.63,both,Valkoinen suklaa,12 - 100 g bars,16.25,0,3,Confections,"Desserts, candies, and sweet breads",both,United Package,Hungry Owl All-Night Grocers,Patricia McKenna,Sales Associate,Cork,Ireland,Janet Leverling,Sales Representative,New York,USA,Laura Callahan,520.0,2014,January,Q1,9.0
480,10429,63,35.1,35,0.25,HUNGO,3,2014-01-29,2014-03-12,2014-02-07,2,56.63,both,Vegie-spread,15 - 625 g jars,43.9,0,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",both,United Package,Hungry Owl All-Night Grocers,Patricia McKenna,Sales Associate,Cork,Ireland,Janet Leverling,Sales Representative,New York,USA,Laura Callahan,1228.25,2014,January,Q1,9.0
481,10430,17,31.2,45,0.2,ERNSH,4,2014-01-30,2014-02-13,2014-02-03,1,458.78,both,Alice Mutton,20 - 1 kg tins,39.0,1,6,Meat & Poultry,Prepared meats,both,Speedy Express,Ernst Handel,Roland Mendel,Sales Manager,Graz,Austria,Margaret Peacock,Sales Representative,New York,USA,Laura Callahan,1403.8,2014,January,Q1,4.0
482,10430,21,8.0,50,0.0,ERNSH,4,2014-01-30,2014-02-13,2014-02-03,1,458.78,both,Sir Rodney's Scones,24 pkgs. x 4 pieces,10.0,0,3,Confections,"Desserts, candies, and sweet breads",both,Speedy Express,Ernst Handel,Roland Mendel,Sales Manager,Graz,Austria,Margaret Peacock,Sales Representative,New York,USA,Laura Callahan,400.0,2014,January,Q1,4.0
483,10430,56,30.4,30,0.0,ERNSH,4,2014-01-30,2014-02-13,2014-02-03,1,458.78,both,Gnocchi di nonna Alice,24 - 250 g pkgs.,38.0,0,5,Grains & Cereals,"Breads, crackers, pasta, and cereal",both,Speedy Express,Ernst Handel,Roland Mendel,Sales Manager,Graz,Austria,Margaret Peacock,Sales Representative,New York,USA,Laura Callahan,912.0,2014,January,Q1,4.0
484,10430,59,44.0,70,0.2,ERNSH,4,2014-01-30,2014-02-13,2014-02-03,1,458.78,both,Raclette Courdavault,5 kg pkg.,55.0,0,4,Dairy Products,Cheeses,both,Speedy Express,Ernst Handel,Roland Mendel,Sales Manager,Graz,Austria,Margaret Peacock,Sales Representative,New York,USA,Laura Callahan,3079.8,2014,January,Q1,4.0
